Año;Mes;Período;Operador;Línea;Servicio;Tipo de Tracción;TK Remolcados (1);TK Coche Motor (2);TK Eléctricos (3);Trenes Kilómetro (TK) (1+2+3);Variación % TK;CK Locomotoras (4);CK Remolcados (5);CK Coche Motor (6);CK Eléctricos (7);Coches Kilómetro (CK) (5+6+7);Varicaión % CK;Velocidad Comercial Trenes Diésel;Variación % Velocidad Comercial TD;Velocidad Comercial Trenes Eléctricos;Variación % Velocidad Comercial TE;Form. Media Trenes Remolcados;Form. Media Trenes Coche Motor;Form. Media Trenes Eléctricos;Asientos Ofrecidos Coches Remolcados;Asientos Ofrecidos Coches Motor;Asientos Ofrecidos Coches Eléctrico;Asientos Prom. x C. Remolcados;Asientos Prom. x C. Motor;Asientos Prom. x C. Eléctricos;Trenes Programados;Trenes Cancelados;Trenes Corridos (TC);Variación % TC;Trenes Puntuales;Trenes Atrasados;Regularidad Absoluta;RA 95%;RA 95%+;Regularidad Relativa;Cumplimiento del Programa;Columna1;Pasajeros Pagos (PAX);Variación % PAX;PAX Día Habil (promedio estimado);Variación % Día Hábil;PAX x Tren;PAX x Coche;Variación % Pax x Coche;Capacidad x Coche (4xm2);AJUSTE;Ocupación Media (PaxKm/CocheKm);Variación % Ocupacion Media;% de Ocupación Media PAX;Variación % Ocupación PAX;PAX Kilómetro;PAX Recorrido Medio;Vaciación % PAX Recorrido Medio;PAX Desestacionalizados;Columna2;Columna3;Variación % Indicadores de Confort;Recaudación Vta. Boletos $;Tarifa Media $;TARIFA como % del Salario medio (44 bol x mes);Tarifa Media US Dólar;Indice Dia Habil;Km. Línea (entre cabeceras) en Servicio;Km. De Vía (entre cabeceras);Cantidad de Estaciones en Servicio;Personal;Recaudación/Km. Línea (PESOS);Recaudación/Km. Línea (DÓLAR US);Recaudación/Trenes Corridos (PESOS);Recaudación/Trenes Corridos (DÓLAR US);Recaudación/Coche Kilómetro (PESOS);Recaudación/Coche Kilómetro (DÓLAR US);Recaudación/Pasajeros Kilómetro (PESOS);Recaudación/Pasajeros Kilómetro (DÓLAR US);Recaudación/Personal (PESOS);Recaudación/Personal (DÓLAR US);Pasajeros Pagos/Personal;Trenes corridos/Personal;Pasajeros Pagos/Km. Línea;Pasajeros Pagos/Estaciones;UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la demanda (Pax Km/Km Línea);UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la oferta (Coches Km/Km Línea);Coches en Servicio;Pax/Coches en Servicio;OBSERVACIONES;Cotización Dólar US;TC Remolcados;;Periodo;DÓLAR - Tipo de cambio nominal promedio mensual (BCRA);Ingreso Medio Centros Urbanos (promedios mensuales en base a trimestralers);5/26/2026;PAX;TC;Ocupación Media (PaxKm/CocheKm);% Ocupación Media (PaxKm/CocheKm/Capacidad x Coche);Regularidad Absoluta;;Tarifa Media;Tarifa Media Dolares;Pasajeros Totales (estimados);Evasión Estimada;Observaciones;Captación Media (Pax x Coche);Trenes Kilómetro;Coches Kilómetro;;Estaciones en servicio;;;PAX Dìa Habil
2005;Enero;January-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;189,756;;;189,756;7.6%;218,220;1,223,927;;;1,223,927;7.6%;38.9;0.0%;;;6.0;;;1,999,104;;;76;;;4,496;112;4,384;6.8%;4,163;221;92.59%;95.00%;;94.96%;97.51%;-3.30%;2,953,060;5.0%;108,409;5.0%;674;112;-1.7%;188;;42.6;-1.8%;22.64%;-1.8%;52,091,978;17.6;0.6%;3,238,802;;;1.89%;$1,852,277.80;$0.63;3.80%;USD 0.21;27.24;51.94;103.89;22;738;$ 35,659.13;USD 12,104.25;$ 422.51;USD 143.42;$ 1.51;USD 0.51;$0.036;USD 0.012;$ 2,509.86;USD 851.96;4,001;5.94;56,851;134,230;1,002,849;23,562;120;24,609;;2.95;;;January-1993;$1.00; $630.00 ;;;;;;;;;;;;;;;;;;;;
2005;Febrero;February-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;177,230;;;177,230;7.5%;203,814;1,143,132;;;1,143,132;7.5%;38.9;0.0%;;;6.0;;;1,882,368;;;76;;;4,144;16;4,128;8.8%;3,977;151;95.97%;95.00%;95.97%;96.34%;99.61%;-1.00%;2,942,512;3.7%;118,841;3.7%;713;119;-4.7%;188;;45.6;-2.7%;24.28%;-2.7%;52,170,738;17.7;0.9%;3,293,944;;;2.93%;$1,848,091.40;$0.63;3.73%;USD 0.22;24.76;51.94;103.89;22;738;$ 35,578.53;USD 12,204.07;$ 447.70;USD 153.57;$ 1.62;USD 0.55;$0.035;USD 0.012;$ 2,504.19;USD 858.98;3,987;5.59;56,648;133,751;1,004,365;22,007;120;24,521;;2.92;;;February-1993;$1.00; $630.00 ;Dato;23,554,474;52,153;46;27.9%;75.40%;; $272.78 ; USD 0.00 ;36,769,390;35.9%;Desde el 22/02 al 04/03 el ramal Tigre estubo cerrado por obras de cambio de vias. Los ramales J.L. Suárez y Mitre hicieron cabecera en Belgrano R.;73;1,827,021;11,259,965;;0;;;995,655
2005;Marzo;March-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;193,442;;;193,442;-0.6%;222,458;1,247,698;;;1,247,698;-0.6%;38.9;0.0%;;;6.0;;;2,069,328;;;76;;;4,563;25;4,538;-1.0%;4,346;192;95.24%;95.00%;95.24%;95.77%;99.45%;1.46%;3,414,936;2.2%;129,207;2.2%;753;125;3.3%;188;;47.8;3.5%;25.45%;3.5%;59,693,081;17.5;0.6%;3,364,688;;;-1.84%;$2,126,107.10;$0.62;3.66%;USD 0.21;26.43;51.94;103.89;22;738;$ 40,930.75;USD 13,985.77;$ 468.51;USD 160.09;$ 1.70;USD 0.58;$0.036;USD 0.012;$ 2,880.90;USD 984.39;4,627;6.15;65,743;155,224;1,149,181;24,020;120;28,458;;2.93;;;March-1993;$1.00; $630.00 ;Var %;-10.43%;-5.02%;-4.76%;;;;3.41%;;;;;#DIV/0!;-3.46%;-4.63%;;;;;4.85%
2005;Abril;April-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;186,720;;;186,720;2.1%;214,728;1,204,343;;;1,204,343;2.1%;38.9;0.0%;;;6.0;;;1,981,320;;;76;;;4,401;56;4,345;1.0%;4,077;268;92.64%;95.00%;;93.83%;98.73%;-1.26%;3,451,944;11.7%;130,410;11.7%;794;132;10.5%;188;;50.5;10.2%;26.88%;10.2%;60,857,773;17.6;0.7%;3,461,013;;;-5.11%;$2,141,163.15;$0.62;3.61%;USD 0.21;26.47;51.94;103.89;22;738;$ 41,220.61;USD 14,212.04;$ 492.79;USD 169.90;$ 1.78;USD 0.61;$0.035;USD 0.012;$ 2,901.31;USD 1,000.31;4,677;5.89;66,455;156,907;1,171,604;23,185;120;28,766;;2.90;;;April-1993;$1.00; $630.00 ;Año;2026;2026;2026;2026;2026;;2026;2026;2026;2026;2026;2026;2026;2026;;2026;;;2026
2005;Mayo;May-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;190,948;;;190,948;2.6%;219,590;1,231,615;;;1,231,615;2.6%;38.9;0.0%;;;6.0;;;2,021,904;;;76;;;4,496;62;4,434;2.2%;4,073;361;90.59%;95.00%;;91.86%;98.62%;-2.28%;3,500,307;9.1%;129,593;9.1%;789;132;6.8%;188;;50.2;8.0%;26.71%;8.0%;61,850,425;17.7;1.5%;3,416,904;;;-3.93%;$2,171,489.50;$0.62;3.57%;USD 0.21;27.01;51.94;103.89;22;738;$ 41,804.43;USD 14,460.70;$ 489.74;USD 169.41;$ 1.76;USD 0.61;$0.035;USD 0.012;$ 2,942.40;USD 1,017.81;4,743;6.01;67,386;159,105;1,190,714;23,710;120;29,169;;2.89;;;May-1993;$1.00; $636.94 ;Mes;Abril;Abril;Abril;Abril;Abril;;Abril;Abril;Abril;Abril;Abril;Abril;Abril;Abril;;Abril;;;Abril
2005;Junio;June-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;177,561;;;177,561;-4.2%;204,195;1,145,269;;;1,145,269;-4.2%;38.9;0.0%;;;6.0;;;1,885,104;;;76;;;4,401;267;4,134;-4.6%;3,923;211;89.14%;95.00%;;94.90%;93.93%;1.45%;3,139,442;-2.0%;123,454;-2.0%;759;127;2.7%;188;;48.6;4.3%;25.87%;4.3%;55,693,701;17.7;2.0%;3,227,751;;;-3.12%;$1,944,443.30;$0.62;3.49%;USD 0.21;25.43;51.94;103.89;22;738;$ 37,433.45;USD 12,981.50;$ 470.35;USD 163.11;$ 1.70;USD 0.59;$0.035;USD 0.012;$ 2,634.75;USD 913.70;4,254;5.60;60,439;142,702;1,072,187;22,048;120;26,162;;2.88;;;June-1993;$1.00; $642.63 ;;2025;2025;2025;2025;2025;;2025;;;;;2025;2025;2025;;;;;2025
2005;Julio;July-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;190,365;;;190,365;-0.4%;218,920;1,227,853;;;1,227,853;-0.4%;38.9;0.0%;;;6.0;;;2,020,992;;;76;;;4,496;64;4,432;-1.4%;4,179;253;92.95%;95.00%;;94.29%;98.58%;-1.09%;3,385,940;3.2%;124,300;3.2%;764;127;4.7%;188;;49.1;5.7%;26.09%;5.7%;60,235,873;17.8;2.0%;3,349,048;;;-3.44%;$2,108,841.65;$0.62;3.43%;USD 0.22;27.24;51.94;103.89;22;738;$ 40,598.37;USD 14,147.74;$ 475.82;USD 165.81;$ 1.72;USD 0.60;$0.035;USD 0.012;$ 2,857.51;USD 995.79;4,588;6.01;65,184;153,906;1,159,631;23,638;120;28,216;;2.87;;;July-1993;$1.00; $648.31 ;;26,298,182;54,909;48;29.3%;72.63%;; $263.78 ;1138860.72101303;;;;#DIV/0!;1,892,539;11,806,416;;;;;949,632
2005;Agosto;August-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;189,422;;;189,422;-0.2%;217,836;1,221,773;;;1,221,773;-0.2%;38.9;0.0%;;;6.0;;;2,021,448;;;76;;;4,599;166;4,433;-1.0%;4,176;257;90.80%;95.00%;;94.20%;96.39%;-0.35%;3,330,422;2.1%;123,578;2.1%;751;125;3.2%;188;;48.2;4.7%;25.66%;4.7%;58,948,469;17.7;2.3%;3,257,016;;;-2.80%;$2,063,288.15;$0.62;3.33%;USD 0.21;26.95;51.94;103.89;22;738;$ 39,721.40;USD 13,753.95;$ 465.44;USD 161.16;$ 1.69;USD 0.58;$0.035;USD 0.012;$ 2,795.78;USD 968.07;4,513;6.01;64,116;151,383;1,134,847;23,521;120;27,754;;2.89;;;August-1993;$1.00; $654.00 ;;;;;;;;;;;Ev. Ultimos 12 meses;;;;;;;;;
2005;Septiembre;September-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;205,678;;;205,678;9.4%;236,529;1,326,620;;;1,326,620;9.4%;38.9;0.0%;;;6.0;;;2,213,880;;;76;;;4,904;49;4,855;9.5%;4,590;265;93.60%;95.00%;;94.54%;99.00%;-0.24%;3,536,352;4.7%;134,770;4.7%;728;121;-4.4%;188;;47.0;-2.7%;25.03%;-2.7%;62,416,613;17.7;1.7%;3,416,025;;;3.08%;$2,191,209.70;$0.62;3.29%;USD 0.21;26.24;51.94;103.89;22;738;$ 42,184.08;USD 14,487.78;$ 451.33;USD 155.01;$ 1.65;USD 0.57;$0.035;USD 0.012;$ 2,969.12;USD 1,019.72;4,792;6.58;68,080;160,743;1,201,614;25,539;120;29,470;;2.91;;;September-1993;$1.00; $659.69 ;;;;;;;;;;;37.03%;;;;;;;;;
2005;Octubre;October-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;204,907;;;204,907;8.1%;235,642;1,321,647;;;1,321,647;8.1%;38.9;-0.1%;;;6.0;;;2,209,320;;;76;;;4,875;30;4,845;9.6%;4,575;270;93.85%;95.00%;;94.43%;99.38%;-0.15%;3,598,066;5.7%;132,088;5.7%;743;124;-3.6%;188;;48.0;-0.8%;25.53%;-0.8%;63,433,904;17.6;1.4%;3,357,555;;;2.17%;$2,229,450.25;$0.62;3.25%;USD 0.21;27.24;51.94;103.89;22;738;$ 42,920.27;USD 14,470.76;$ 460.15;USD 155.14;$ 1.69;USD 0.57;$0.035;USD 0.012;$ 3,020.94;USD 1,018.52;4,875;6.57;69,268;163,548;1,221,198;25,444;120;29,984;;2.97;;;October-1993;$1.00; $665.38 ;;;;;;;;;;;288,171,881;;;;;;;;;
2005;Noviembre;November-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;205,475;;;205,475;8.6%;236,296;1,325,314;;;1,325,314;8.6%;38.9;0.0%;;;6.0;;;2,217,984;;;76;;;4,904;40;4,864;9.8%;4,579;285;93.37%;95.00%;;94.14%;99.18%;-1.43%;3,638,198;7.6%;137,446;7.6%;748;125;-2.0%;188;;48.3;0.2%;25.71%;0.2%;64,068,667;17.6;1.1%;3,465,366;;;1.60%;$2,255,377.10;$0.62;3.21%;USD 0.21;26.47;51.94;103.89;22;738;$ 43,419.40;USD 14,633.12;$ 463.69;USD 156.27;$ 1.70;USD 0.57;$0.035;USD 0.012;$ 3,056.07;USD 1,029.95;4,930;6.59;70,041;165,373;1,233,418;25,514;120;30,318;;2.97;;;November-1993;$1.00; $669.82 ;;;;;;;;;;;457,659,183;;;;;;;;;
2005;Diciembre;December-2005;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;207,159;;;207,159;8.0%;238,233;1,336,176;;;1,336,176;8.0%;38.9;0.0%;;;6.0;;;2,207,040;;;76;;;4,960;120;4,840;8.0%;4,572;268;92.18%;95.00%;;94.46%;97.58%;-0.89%;3,662,540;5.6%;140,112;5.6%;757;126;-2.2%;188;;48.2;-0.4%;25.66%;-0.4%;64,460,704;17.6;1.9%;3,511,327;;;1.52%;$2,279,201.70;$0.62;3.12%;USD 0.21;26.14;51.94;103.89;22;738;$ 43,878.06;USD 14,555.67;$ 470.91;USD 156.21;$ 1.71;USD 0.57;$0.035;USD 0.012;$ 3,088.35;USD 1,024.50;4,963;6.56;70,509;166,479;1,240,965;25,723;120;30,521;;3.01;;;December-1993;$1.00; $674.25 ;;;;;;;;;;;;;;;;;;;;
2006;Enero;January-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;209,336;;;209,336;10.3%;240,736;1,350,214;;;1,350,214;10.3%;38.9;0.0%;;;6.0;;;2,257,200;;;76;;;4,999;49;4,950;12.9%;4,761;189;95.24%;95.00%;95.24%;96.18%;99.02%;1.29%;3,222,234;9.1%;118,291;9.1%;651;108;-3.4%;188;;42.7;0.4%;22.73%;0.4%;57,710,211;17.9;1.5%;3,534,022;;;2.35%;$2,029,262.75;$0.63;3.07%;USD 0.21;27.24;51.94;103.89;22;1,001;$ 39,066.36;USD 12,825.46;$ 409.95;USD 134.59;$ 1.50;USD 0.49;$0.035;USD 0.012;$ 2,027.24;USD 665.54;3,219;4.95;62,033;146,465;1,111,008;25,994;120;26,852;;3.05;;;January-1994;$1.00; $678.69 ;;;;;;;;;;;;;;;;;;;;
2006;Febrero;February-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;190,462;;;190,462;7.5%;219,031;1,228,477;;;1,228,477;7.5%;38.9;0.0%;;;6.0;;;2,051,544;;;76;;;4,544;45;4,499;9.0%;4,326;173;95.20%;95.00%;95.20%;96.15%;99.01%;-0.19%;3,162,376;7.5%;127,721;7.5%;703;117;-1.4%;188;;45.9;0.5%;24.40%;0.5%;56,353,540;17.8;0.5%;3,540,067;;;1.47%;$1,988,787.45;$0.63;2.98%;USD 0.20;24.76;51.94;103.89;22;1,001;$ 38,287.14;USD 12,475.85;$ 442.05;USD 144.04;$ 1.62;USD 0.53;$0.035;USD 0.011;$ 1,986.80;USD 647.40;3,159;4.49;60,880;143,744;1,084,890;23,650;120;26,353;;3.07;;;February-1994;$1.00; $683.12 ;;;;;;;;;;;;;;;;;;;;
2006;Marzo;March-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;209,425;;;209,425;8.3%;240,839;1,350,791;;;1,350,791;8.3%;38.9;0.0%;;;6.0;;;2,251,728;;;76;;;4,999;61;4,938;8.8%;4,647;291;92.96%;95.00%;;94.11%;98.78%;-1.74%;3,717,572;8.9%;140,657;8.9%;753;125;0.0%;188;;48.3;1.0%;25.69%;1.0%;65,243,389;17.6;0.4%;3,662,871;;;1.07%;$2,312,102.15;$0.62;2.93%;USD 0.20;26.43;51.94;103.89;22;1,001;$ 44,511.44;USD 14,469.15;$ 468.23;USD 152.20;$ 1.71;USD 0.56;$0.035;USD 0.012;$ 2,309.79;USD 750.83;3,714;4.93;71,569;168,981;1,256,033;26,005;120;30,980;;3.08;;;March-1994;$1.00; $687.56 ;;;;;;;;;;;;;;;;;;;;
2006;Abril;April-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;198,534;;;198,534;6.3%;228,315;1,280,547;;;1,280,547;6.3%;38.9;0.0%;;;6.0;;;2,115,384;;;76;;;4,695;56;4,639;6.8%;4,252;387;90.56%;95.00%;;91.66%;98.81%;-2.32%;3,668,178;6.3%;138,579;6.3%;791;132;-0.5%;188;;50.5;0.0%;26.88%;0.0%;64,706,660;17.6;0.1%;3,677,815;;;1.12%;$2,277,950.15;$0.62;2.90%;USD 0.20;26.47;51.94;103.89;22;1,001;$ 43,853.96;USD 14,301.91;$ 491.04;USD 160.14;$ 1.78;USD 0.58;$0.035;USD 0.011;$ 2,275.67;USD 742.16;3,665;4.63;70,618;166,735;1,245,700;24,652;120;30,568;;3.07;;;April-1994;$1.00; $691.99 ;;;;;;;;;;;;;;;;;;;;
2006;Mayo;May-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;208,827;;;208,827;9.4%;240,151;1,346,935;;;1,346,935;9.4%;38.9;0.0%;;;6.0;;;2,210,232;;;76;;;4,914;67;4,847;9.3%;4,477;370;91.11%;95.00%;;92.37%;98.64%;0.55%;3,757,346;7.3%;139,109;7.3%;775;129;-1.8%;188;;49.2;-2.0%;26.17%;-2.0%;66,279,583;17.6;-0.2%;3,667,818;;;2.94%;$2,326,436.30;$0.62;2.87%;USD 0.20;27.01;51.94;103.89;22;1,001;$ 44,787.39;USD 14,667.56;$ 479.97;USD 157.19;$ 1.73;USD 0.57;$0.035;USD 0.011;$ 2,324.11;USD 761.13;3,754;4.84;72,335;170,788;1,275,982;25,931;120;31,311;;3.05;;;May-1994;$1.00; $696.43 ;;;;;;;;;;;;;;;;;;;;
2006;Junio;June-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;206,282;;;206,282;16.2%;237,224;1,330,516;;;1,330,516;16.2%;38.9;0.0%;;;6.0;;;2,176,488;;;76;;;4,819;46;4,773;15.5%;4,518;255;93.75%;95.00%;;94.66%;99.05%;-0.25%;3,585,361;14.2%;140,989;14.2%;751;125;-1.1%;188;;47.6;-2.0%;25.34%;-2.0%;63,389,182;17.7;-0.3%;3,686,213;;;4.11%;$2,217,828.95;$0.62;2.81%;USD 0.20;25.43;51.94;103.89;22;1,001;$ 42,696.54;USD 13,856.66;$ 464.66;USD 150.80;$ 1.67;USD 0.54;$0.035;USD 0.011;$ 2,215.61;USD 719.05;3,582;4.77;69,024;162,971;1,220,337;25,614;120;29,878;;3.08;;;June-1994;$1.00; $697.23 ;;;;;;;;;;;;;;;;;;;;
2006;Julio;July-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;213,180;;;213,180;12.0%;245,157;1,375,008;;;1,375,008;12.0%;38.9;0.0%;;;6.0;;;2,245,344;;;76;;;4,960;36;4,924;11.1%;4,675;249;94.25%;95.00%;;94.94%;99.27%;0.69%;3,749,079;10.7%;137,631;10.7%;761;127;-0.3%;188;;48.0;-2.1%;25.55%;-2.1%;66,058,772;17.6;-1.0%;3,708,230;;;3.42%;$2,323,180.90;$0.62;2.77%;USD 0.20;27.24;51.94;103.89;22;1,001;$ 44,724.72;USD 14,511.59;$ 471.81;USD 153.08;$ 1.69;USD 0.55;$0.035;USD 0.011;$ 2,320.86;USD 753.04;3,745;4.92;72,175;170,413;1,271,731;26,471;120;31,242;;3.08;;;July-1994;$1.00; $698.03 ;;;;;;;;;;;;;;;;;;;;
2006;Agosto;August-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;214,857;;;214,857;13.4%;247,086;1,385,828;;;1,385,828;13.4%;38.9;0.0%;;;6.0;;;2,244,888;;;76;;;4,999;76;4,923;11.1%;4,692;231;93.86%;95.00%;;95.31%;98.48%;1.17%;3,835,448;15.2%;142,317;15.2%;779;130;3.7%;188;;48.9;1.3%;26.00%;1.3%;67,734,012;17.7;-0.2%;3,750,911;;;1.70%;$2,378,682.40;$0.62;2.73%;USD 0.20;26.95;51.94;103.89;22;1,001;$ 45,793.21;USD 14,872.75;$ 483.18;USD 156.93;$ 1.72;USD 0.56;$0.035;USD 0.011;$ 2,376.31;USD 771.78;3,832;4.92;73,838;174,339;1,303,981;26,679;120;31,962;;3.08;;;August-1994;$1.00; $698.84 ;;;;;='Ocupacion Media (PaxKil/CocheKil) CC'/('Capacidad x Coche (4xm2)'/AJUSTE);;;;;;;;;;;;;;;
2006;Septiembre;September-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;208,701;;;208,701;1.5%;240,007;1,346,124;;;1,346,124;1.5%;38.9;0.0%;;;6.0;;;2,166,000;;;76;;;4,865;115;4,750;-2.2%;4,470;280;91.88%;95.00%;;94.11%;97.64%;-0.46%;3,849,205;8.8%;146,692;8.8%;810;135;11.3%;188;;50.3;6.8%;26.74%;6.8%;67,669,024;17.6;-0.4%;3,718,232;;;-3.86%;$2,379,391.95;$0.62;2.68%;USD 0.20;26.24;51.94;103.89;22;1,001;$ 45,806.87;USD 14,775.93;$ 500.92;USD 161.58;$ 1.77;USD 0.57;$0.035;USD 0.011;$ 2,377.01;USD 766.75;3,845;4.75;74,103;174,964;1,302,730;25,915;120;32,077;;3.10;;;September-1994;$1.00; $699.64 ;;;;;;;;;;;;;;;;;;;;
2006;Octubre;October-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;210,346;;;210,346;2.7%;241,898;1,356,730;;;1,356,730;2.7%;38.9;0.1%;;;6.0;;;2,177,856;;;76;;;4,914;138;4,776;-1.4%;4,371;405;88.95%;95.00%;;91.52%;97.19%;-3.08%;3,844,061;6.8%;141,118;6.8%;805;134;8.4%;188;;50.1;4.4%;26.65%;4.4%;67,962,998;17.7;0.3%;3,587,107;;;-2.81%;$2,702,749.70;$0.70;3.00%;USD 0.23;27.24;51.94;103.89;22;1,001;$ 52,031.99;USD 16,792.64;$ 565.90;USD 182.64;$ 1.99;USD 0.64;$0.040;USD 0.013;$ 2,700.05;USD 871.41;3,840;4.77;74,004;174,730;1,308,390;26,119;120;32,034;;3.10;;;October-1994;$1.00; $700.44 ;;;;;;;;;;;;;;;;;;;;
2006;Noviembre;November-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;210,864;;;210,864;2.6%;242,494;1,360,073;;;1,360,073;2.6%;38.9;0.0%;;;6.0;;;2,194,272;;;76;;;4,904;92;4,812;-1.1%;4,430;382;90.33%;95.00%;;92.06%;98.12%;-2.21%;3,949,696;8.6%;149,214;8.6%;821;137;9.7%;188;;51.1;5.6%;27.16%;5.6%;69,435,656;17.6;-0.2%;3,762,067;;;-3.22%;$2,441,961.45;$0.62;2.60%;USD 0.20;26.47;51.94;103.89;22;1,001;$ 47,011.42;USD 15,284.79;$ 507.47;USD 164.99;$ 1.80;USD 0.58;$0.035;USD 0.011;$ 2,439.52;USD 793.16;3,946;4.81;76,038;179,532;1,336,741;26,183;120;32,914;;3.08;;;November-1994;$1.00; $696.51 ;;;;;;;;;;;;;;;;;;;;
2006;Diciembre;December-2006;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;204,041;;;204,041;-1.5%;234,647;1,316,063;;;1,316,063;-1.5%;38.9;0.0%;;;6.0;;;2,093,040;;;76;;;4,790;200;4,590;-5.2%;4,228;362;88.27%;95.00%;;92.11%;95.82%;-2.49%;3,774,948;3.1%;144,413;3.1%;822;137;8.7%;188;;50.3;4.3%;26.76%;4.3%;66,212,588;17.5;-0.3%;3,619,094;;;-3.39%;$2,344,245.65;$0.62;2.56%;USD 0.20;26.14;51.94;103.89;22;1,001;$ 45,130.25;USD 14,747.00;$ 510.73;USD 166.89;$ 1.78;USD 0.58;$0.035;USD 0.012;$ 2,341.90;USD 765.25;3,771;4.59;72,673;171,589;1,274,692;25,336;120;31,458;;3.06;;;December-1994;$1.00; $692.58 ;;;;;;;;;;;;;;;;;;;;
2007;Enero;January-2007;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;213,451;;;213,451;2.0%;245,468;1,376,756;;;1,376,756;2.0%;38.9;0.0%;;;6.0;;;2,223,456;;;76;;;4,999;123;4,876;-1.5%;4,539;337;90.80%;95.00%;;93.09%;97.54%;-3.22%;3,425,127;6.3%;125,739;6.3%;702;117;7.9%;188;;44.4;3.9%;23.62%;3.9%;61,138,517;17.9;-0.3%;3,756,547;;;-2.54%;$2,152,212.90;$0.63;2.53%;USD 0.20;27.24;51.94;103.89;22;1,181;$ 41,433.33;USD 13,430.58;$ 441.39;USD 143.08;$ 1.56;USD 0.51;$0.035;USD 0.011;$ 1,822.36;USD 590.72;2,900;4.13;65,939;155,688;1,177,008;26,505;120;28,543;;3.09;;;January-1995;$1.00; $688.65 ;;;;;;;;;;;;;;;;;;;;
2007;Febrero;February-2007;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;194,557;;;194,557;2.2%;223,741;1,254,893;;;1,254,893;2.2%;38.9;0.0%;;;6.0;;;2,050,176;;;76;;;4,544;48;4,496;-0.1%;4,142;354;91.15%;95.00%;;92.13%;98.94%;-4.19%;3,314,914;4.8%;133,882;4.8%;737;123;4.9%;188;;47.2;2.9%;25.11%;2.9%;59,237,513;17.9;0.3%;3,710,823;;;-1.91%;$2,081,051.35;$0.63;2.48%;USD 0.20;24.76;51.94;103.89;22;1,181;$ 40,063.36;USD 12,912.84;$ 462.87;USD 149.19;$ 1.66;USD 0.53;$0.035;USD 0.011;$ 1,762.11;USD 567.95;2,807;3.81;63,817;150,678;1,140,411;24,159;120;27,624;;3.10;;;February-1995;$1.00; $684.71 ;;;;;;;;;;;;;;;;;;;;
