Año;Mes;Período;Operador;Línea;Servicio;Tipo de Tracción;TK Remolcados (1);TK Coche Motor (2);TK Eléctricos (3);Trenes Kilómetro (TK) (1+2+3);Variación % TK;CK Locomotoras (4);CK Remolcados (5);CK Coche Motor (6);CK Eléctricos (7);Coches Kilómetro (CK) (5+6+7);Varicaión % CK;Velocidad Comercial Trenes Diésel;Variación % Velocidad Comercial TD;Velocidad Comercial Trenes Eléctricos;Variación % Velocidad Comercial TE;Form. Media Trenes Remolcados;Form. Media Trenes Coche Motor;Form. Media Trenes Eléctricos;Asientos Ofrecidos Coches Remolcados;Asientos Ofrecidos Coches Motor;Asientos Ofrecidos Coches Eléctrico;Asientos Prom. x C. Remolcados;Asientos Prom. x C. Motor;Asientos Prom. x C. Eléctricos;Trenes Programados;Trenes Cancelados;Trenes Corridos (TC);Variación % TC;Trenes Puntuales;Trenes Atrasados;Regularidad Absoluta;RA 95%;RA 95%+;Regularidad Relativa;Cumplimiento del Programa;Columna1;Pasajeros Pagos (PAX);Variación % PAX;PAX Día Habil (promedio estimado);Variación % Día Hábil;PAX x Tren;PAX x Coche;Variación % Pax x Coche;Capacidad x Coche (4xm2);AJUSTE;Ocupación Media (PaxKm/CocheKm);Variación % Ocupacion Media;% de Ocupación Media PAX;Variación % Ocupación PAX;PAX Kilómetro;PAX Recorrido Medio;Vaciación % PAX Recorrido Medio;PAX Desestacionalizados;Columna2;Columna3;Variación % Indicadores de Confort;Recaudación Vta. Boletos $;Tarifa Media $;TARIFA como % del Salario medio (44 bol x mes);Tarifa Media US Dólar;Indice Dia Habil;Km. Línea (entre cabeceras) en Servicio;Km. De Vía (entre cabeceras);Cantidad de Estaciones en Servicio;Personal;Recaudación/Km. Línea (PESOS);Recaudación/Km. Línea (DÓLAR US);Recaudación/Trenes Corridos (PESOS);Recaudación/Trenes Corridos (DÓLAR US);Recaudación/Coche Kilómetro (PESOS);Recaudación/Coche Kilómetro (DÓLAR US);Recaudación/Pasajeros Kilómetro (PESOS);Recaudación/Pasajeros Kilómetro (DÓLAR US);Recaudación/Personal (PESOS);Recaudación/Personal (DÓLAR US);Pasajeros Pagos/Personal;Trenes corridos/Personal;Pasajeros Pagos/Km. Línea;Pasajeros Pagos/Estaciones;UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la demanda (Pax Km/Km Línea);UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la oferta (Coches Km/Km Línea);Coches en Servicio;Pax/Coches en Servicio;OBSERVACIONES;Cotización Dólar US;TC Remolcados;;Periodo;DÓLAR - Tipo de cambio nominal promedio mensual (BCRA);Ingreso Medio Centros Urbanos (promedios mensuales en base a trimestralers);5/26/2026;PAX;TC;Ocupación Media (PaxKm/CocheKm);% Ocupación Media (PaxKm/CocheKm/Capacidad x Coche);Regularidad Absoluta;;Tarifa Media;Tarifa Media Dolares;Pasajeros Totales (estimados);Evasión Estimada;Observaciones;Captación Media (Pax x Coche);Trenes Kilómetro;Coches Kilómetro;;Estaciones en servicio;;;PAX Dìa Habil
2011;Junio;June-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;211,894;;;211,894;-0.4%;243,678;1,366,716;;;1,366,716;-0.4%;38.9;0.0%;;;6.0;;;2,168,280;;;76;;;4,969;214;4,755;-0.2%;4,402;353;88.59%;95.00%;;92.58%;95.69%;5.72%;2,738,269;-24.8%;108,232;-22.8%;576;96;-24.7%;188;;36.8;-23.1%;19.58%;-23.1%;50,302,002;18.4;1.9%;2,815,293;;;11.92%;$2,628,669.55;$0.96;1.43%;USD 0.23;25.30;51.94;103.89;22;1,766;$ 50,605.84;USD 12,237.85;$ 552.82;USD 133.69;$ 1.92;USD 0.47;$0.052;USD 0.013;$ 1,488.49;USD 359.96;1,551;2.69;52,716;124,467;968,389;26,311;120;22,819;;4.14;;;June-1999;$1.00; $684.83 ;;;;;;;;;;;;;;;;;;;;
2011;Julio;July-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;216,069;;;216,069;-1.5%;248,479;1,393,645;;;1,393,645;-1.5%;38.9;0.0%;;;6.0;;;2,202,024;;;76;;;5,073;244;4,829;-4.4%;4,436;393;87.44%;95.00%;;91.86%;95.19%;6.06%;2,682,690;-24.9%;104,793;-23.7%;556;93;-21.4%;188;;35.8;-22.2%;19.03%;-22.2%;49,871,207;18.6;2.0%;2,653,460;;;10.62%;$2,591,641.80;$0.97;1.40%;USD 0.23;25.60;51.94;103.89;22;1,766;$ 49,893.00;USD 11,981.71;$ 536.68;USD 128.88;$ 1.86;USD 0.45;$0.052;USD 0.012;$ 1,467.52;USD 352.42;1,519;2.73;51,646;121,940;960,096;26,830;120;22,356;;4.16;;;July-1999;$1.00; $697.84 ;;;;;;;;;;;;;;;;;;;;
2011;Agosto;August-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;218,558;;;218,558;0.3%;251,342;1,409,699;;;1,409,699;0.3%;38.9;0.0%;;;6.0;;;2,242,152;;;76;;;5,150;233;4,917;-0.3%;4,417;500;85.77%;95.00%;;89.83%;95.48%;1.45%;2,715,795;-27.2%;103,262;-29.1%;552;92;-26.9%;188;;35.7;-25.9%;18.97%;-25.9%;50,269,365;18.5;2.0%;2,655,936;;;12.81%;$2,618,041.75;$0.96;1.36%;USD 0.23;26.30;51.94;103.89;22;1,766;$ 50,401.23;USD 11,986.16;$ 532.45;USD 126.62;$ 1.86;USD 0.44;$0.052;USD 0.012;$ 1,482.47;USD 352.55;1,538;2.78;52,283;123,445;967,761;27,139;120;22,632;;4.20;;;August-1999;$1.00; $710.86 ;;;;;;;;;;;;;;;;;;;;
2011;Septiembre;September-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;212,363;;;212,363;-2.1%;244,217;1,369,741;;;1,369,741;-2.1%;38.9;0.0%;;;6.0;;;2,165,544;;;76;;;5,046;297;4,749;-3.6%;4,346;403;86.13%;95.00%;;91.51%;94.11%;-0.36%;2,706,296;-28.0%;104,088;-28.0%;570;95;-25.3%;188;;36.4;-25.6%;19.36%;-25.6%;49,849,972;18.4;1.2%;2,614,212;;;11.93%;$2,601,788.35;$0.96;1.33%;USD 0.23;26.00;51.94;103.89;22;1,766;$ 50,088.33;USD 11,782.47;$ 547.86;USD 128.88;$ 1.90;USD 0.45;$0.052;USD 0.012;$ 1,473.27;USD 346.56;1,532;2.69;52,100;123,013;959,687;26,370;120;22,552;;4.25;;;September-1999;$1.00; $688.61 ;;;;;;;;;;;;;;;;;;;;
2011;Octubre;October-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;214,335;;;214,335;1.9%;246,485;1,382,461;;;1,382,461;1.9%;38.9;0.0%;;;6.0;;;2,219,352;;;76;;;5,054;187;4,867;2.7%;4,478;389;88.60%;95.00%;;92.01%;96.30%;3.07%;2,639,066;-26.7%;104,311;-28.8%;542;90;-28.6%;188;;35.7;-23.9%;18.97%;-23.9%;49,297,753;18.7;5.8%;2,462,659;;;12.22%;$2,553,580.35;$0.97;1.31%;USD 0.23;25.30;51.94;103.89;22;1,766;$ 49,160.26;USD 11,531.71;$ 524.67;USD 123.07;$ 1.85;USD 0.43;$0.052;USD 0.012;$ 1,445.97;USD 339.19;1,494;2.76;50,806;119,958;949,056;26,614;120;21,992;;4.26;;;October-1999;$1.00; $666.35 ;;;;;;;;;;;;;;;;;;;;
2011;Noviembre;November-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;210,684;;;210,684;-1.0%;242,287;1,358,912;;;1,358,912;-1.0%;38.9;0.0%;;;6.0;;;2,158,248;;;76;;;4,969;236;4,733;-1.5%;4,259;474;85.71%;95.00%;;89.99%;95.25%;-0.38%;2,580,496;-29.4%;99,250;-31.3%;545;91;-28.3%;188;;35.4;-27.2%;18.83%;-27.2%;48,100,445;18.6;2.0%;2,457,910;;;13.06%;$2,498,929.70;$0.97;1.28%;USD 0.23;26.00;51.94;103.89;22;1,766;$ 48,108.15;USD 11,186.95;$ 527.98;USD 122.78;$ 1.84;USD 0.43;$0.052;USD 0.012;$ 1,415.02;USD 329.05;1,461;2.68;49,678;117,295;926,006;26,161;120;21,504;;4.30;;;November-1999;$1.01; $664.81 ;;;;;;;;;;;;;;;;;;;;
2011;Diciembre;December-2011;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;214,416;;;214,416;-1.0%;246,578;1,382,983;;;1,382,983;-1.0%;38.9;0.0%;;;6.0;;;2,196,096;;;76;;;5,054;238;4,816;-2.3%;4,379;437;86.64%;95.00%;;90.93%;95.29%;-2.64%;2,436,747;-25.4%;99,459;-23.0%;506;84;-23.6%;188;;33.1;-22.1%;17.61%;-22.1%;45,786,476;18.8;3.4%;2,336,142;;;9.96%;$2,381,360.60;$0.98;1.27%;USD 0.23;24.50;51.94;103.89;22;1,766;$ 45,844.77;USD 10,602.66;$ 494.47;USD 114.36;$ 1.72;USD 0.40;$0.052;USD 0.012;$ 1,348.45;USD 311.86;1,380;2.73;46,911;110,761;881,458;26,625;120;20,306;;4.32;;;December-1999;$1.00; $663.27 ;;;;;;;;;;;;;;;;;;;;
2012;Enero;January-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;214,449;;;214,449;1.3%;246,616;1,383,196;;;1,383,196;1.3%;38.9;0.0%;;;6.0;;;2,259,936;;;76;;;5,150;194;4,956;1.9%;4,663;293;90.54%;95.00%;;94.09%;96.23%;2.52%;2,175,641;-19.0%;82,724;-21.2%;439;73;-20.6%;188;;31.0;-15.6%;16.48%;-15.6%;42,860,128;19.7;5.6%;2,386,159;;;7.86%;$2,146,391.25;$0.99;1.27%;USD 0.23;26.30;51.94;103.89;22;1,815;$ 41,321.25;USD 9,487.09;$ 433.09;USD 99.43;$ 1.55;USD 0.36;$0.050;USD 0.011;$ 1,182.58;USD 271.51;1,199;2.73;41,884;98,893;825,122;26,629;120;18,130;;4.36;;;January-2000;$1.00; $661.73 ;;;;;;;;;;;;;;;;;;;;
2012;Febrero;February-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;195,361;;;195,361;1.6%;224,665;1,260,078;;;1,260,078;1.6%;38.9;0.0%;;;6.0;;;2,062,944;;;76;;;4,634;110;4,524;1.5%;4,224;300;91.15%;95.00%;;93.37%;97.63%;-0.56%;2,092,481;-20.3%;91,375;-14.0%;463;77;-21.5%;188;;31.6;-19.2%;16.82%;-19.2%;39,840,838;19.0;3.0%;2,342,391;;;9.55%;$2,069,035.90;$0.99;1.25%;USD 0.23;22.90;51.94;103.89;22;1,815;$ 39,832.05;USD 9,087.62;$ 457.35;USD 104.34;$ 1.64;USD 0.37;$0.052;USD 0.012;$ 1,139.96;USD 260.08;1,153;2.49;40,283;95,113;766,996;24,258;120;17,437;;4.38;;;February-2000;$1.00; $660.19 ;;;;;;;;;;;;;;;;;;;;
2012;Marzo;March-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;221,415;;;221,415;6.2%;254,627;1,428,127;;;1,428,127;6.2%;38.9;0.0%;;;6.0;;;2,297,328;;;76;;;5,150;112;5,038;6.5%;4,756;282;92.35%;95.00%;;94.40%;97.83%;4.79%;2,621,129;-6.9%;99,663;-14.3%;520;87;-12.5%;188;;34.2;-10.5%;18.20%;-10.5%;48,857,845;18.6;2.1%;2,582,561;;;6.79%;$2,580,175.50;$0.98;1.23%;USD 0.22;26.30;51.94;103.89;22;1,815;$ 49,672.25;USD 11,293.70;$ 512.14;USD 116.44;$ 1.81;USD 0.41;$0.053;USD 0.012;$ 1,421.58;USD 323.22;1,444;2.78;50,461;119,142;940,587;27,494;120;21,843;;4.40;;;March-2000;$1.00; $658.65 ;;;;;;;;;;;;;;;;;;;;
2012;Abril;April-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;201,364;;;201,364;-1.6%;231,569;1,298,798;;;1,298,798;-1.6%;38.9;0.0%;;;6.0;;;2,045,160;;;76;;;4,738;253;4,485;4.7%;4,036;449;85.18%;95.00%;;89.99%;94.66%;5.50%;2,513,511;-5.8%;111,712;0.1%;560;93;-10.0%;188;;36.8;-0.9%;19.60%;-0.9%;47,857,249;19.0;3.5%;2,520,114;;;1.59%;$2,493,373.30;$0.99;1.22%;USD 0.22;22.50;51.94;103.89;22;1,815;$ 48,001.18;USD 10,814.95;$ 555.94;USD 125.26;$ 1.92;USD 0.43;$0.052;USD 0.012;$ 1,373.76;USD 309.52;1,385;2.47;48,389;114,251;921,324;25,004;120;20,946;;4.44;;;April-2000;$1.00; $657.11 ;;;;;;;;;;;;;;;;;;;;
2012;Mayo;May-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;217,539;;;217,539;1.8%;250,170;1,403,127;;;1,403,127;1.8%;38.9;0.0%;;;6.0;;;2,222,544;;;76;;;5,073;199;4,874;2.3%;4,346;528;85.67%;95.00%;;89.17%;96.08%;-0.94%;2,789,168;0.6%;108,952;0.6%;572;95;-1.6%;188;;37.9;2.7%;20.15%;2.7%;53,161,542;19.1;3.9%;2,722,709;;;-1.39%;$2,747,737.75;$0.99;1.20%;USD 0.22;25.60;51.94;103.89;22;1,815;$ 52,898.08;USD 11,772.44;$ 563.75;USD 125.46;$ 1.96;USD 0.44;$0.052;USD 0.012;$ 1,513.91;USD 336.92;1,537;2.69;53,696;126,780;1,023,440;27,012;120;23,243;;4.49;;;May-2000;$1.00; $655.57 ;;;;;;;;;;;;;;;;;;;;
2012;Junio;June-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;211,352;;;211,352;-0.3%;243,055;1,363,220;;;1,363,220;-0.3%;38.9;0.0%;;;6.0;;;2,165,088;;;76;;;4,950;202;4,748;-0.1%;4,332;416;87.52%;95.00%;;91.24%;95.92%;-1.45%;2,703,916;-1.3%;108,157;-0.1%;569;95;-1.1%;188;;37.7;2.3%;20.04%;2.3%;51,347,365;19.0;3.4%;2,779,974;;;-1.68%;$2,659,492.50;$0.98;1.18%;USD 0.22;25.00;51.94;103.89;22;1,815;$ 51,199.22;USD 11,277.11;$ 560.13;USD 123.37;$ 1.95;USD 0.43;$0.052;USD 0.011;$ 1,465.29;USD 322.74;1,490;2.62;52,054;122,905;988,514;26,244;120;22,533;;4.54;;;June-2000;$1.00; $658.91 ;;;;;;;;;;;;;;;;;;;;
2012;Julio;July-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;214,466;;;214,466;-0.7%;246,636;1,383,306;;;1,383,306;-0.7%;38.9;0.0%;;;6.0;;;2,171,016;;;76;;;5,073;312;4,761;-1.4%;4,358;403;85.91%;95.00%;;91.54%;93.85%;-0.36%;2,744,646;2.3%;107,213;2.3%;576;96;3.8%;188;;38.4;7.2%;20.41%;7.2%;53,081,454;19.3;4.0%;2,714,741;;;-4.34%;$2,722,070.65;$0.99;1.16%;USD 0.22;25.60;51.94;103.89;22;1,815;$ 52,403.95;USD 11,406.80;$ 571.74;USD 124.45;$ 1.97;USD 0.43;$0.051;USD 0.011;$ 1,499.76;USD 326.45;1,512;2.62;52,839;124,757;1,021,898;26,631;120;22,872;;4.59;;;July-2000;$1.00; $662.24 ;;;;;;;;;;;;;;;;;;;;
2012;Agosto;August-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;218,561;;;218,561;0.0%;251,345;1,409,718;;;1,409,718;0.0%;38.9;0.0%;;;6.0;;;2,224,824;;;76;;;5,150;271;4,879;-0.8%;4,368;511;84.82%;95.00%;;89.53%;94.74%;-0.34%;2,565,714;-5.5%;97,556;-5.5%;526;88;-4.8%;188;;34.7;-2.6%;18.47%;-2.6%;48,953,823;19.1;3.1%;2,509,163;;;0.81%;$2,516,714.75;$0.98;1.13%;USD 0.21;26.30;51.94;103.89;22;1,815;$ 48,450.54;USD 10,414.18;$ 515.83;USD 110.87;$ 1.79;USD 0.38;$0.051;USD 0.011;$ 1,386.62;USD 298.05;1,414;2.69;49,394;116,623;942,435;27,139;120;21,381;Aumento de Tarifas 06/08/2012 (Res. 66/2012);4.65;;;August-2000;$1.00; $665.57 ;;;;;;;;;;;;;;;;;;;;
2012;Septiembre;September-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;207,412;;;207,412;-2.3%;238,524;1,337,807;;;1,337,807;-2.3%;38.9;0.0%;;;6.0;;;2,118,576;;;76;;;4,873;227;4,646;-2.2%;4,264;382;87.50%;95.00%;;91.78%;95.34%;0.29%;2,585,708;-4.5%;103,428;-0.6%;557;93;-2.3%;188;;36.8;1.1%;19.57%;1.1%;49,231,880;19.0;3.4%;2,497,727;;;-1.30%;$2,826,533.10;$1.09;1.24%;USD 0.23;25.00;51.94;103.89;22;1,815;$ 54,415.01;USD 11,552.56;$ 608.38;USD 129.16;$ 2.11;USD 0.45;$0.057;USD 0.012;$ 1,557.32;USD 330.63;1,425;2.56;49,779;117,532;947,788;25,755;120;21,548;;4.71;;;September-2000;$1.00; $668.90 ;;;;;;;;;;;;;;;;;;;;
2012;Octubre;October-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;219,417;;;219,417;2.4%;252,330;1,415,240;;;1,415,240;2.4%;38.9;0.0%;;;6.0;;;2,226,192;;;76;;;5,150;268;4,882;0.3%;4,421;461;85.84%;95.00%;;90.56%;94.80%;-1.58%;2,650,171;0.4%;100,767;-3.4%;543;90;0.1%;188;;35.9;0.7%;19.09%;0.7%;50,803,778;19.2;2.6%;2,473,022;;;-0.69%;$2,879,638.30;$1.09;1.22%;USD 0.23;26.30;51.94;103.89;22;1,815;$ 55,437.36;USD 11,623.31;$ 589.85;USD 123.67;$ 2.03;USD 0.43;$0.057;USD 0.012;$ 1,586.58;USD 332.65;1,460;2.69;51,020;120,462;978,049;27,245;120;22,085;;4.77;;;October-2000;$1.00; $672.24 ;;;;;;;;;;;;;;;;;;;;
2012;Noviembre;November-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;212,190;;;212,190;0.7%;244,019;1,368,626;;;1,368,626;0.7%;38.9;0.0%;;;6.0;;;2,178,768;;;76;;;4,969;191;4,778;1.0%;4,296;482;86.46%;95.00%;;89.91%;96.16%;-0.08%;2,645,540;2.5%;104,567;5.4%;554;92;1.6%;188;;36.8;4.0%;19.59%;4.0%;50,397,537;19.1;2.2%;2,519,864;;;-2.05%;$2,862,240.35;$1.08;1.20%;USD 0.22;25.30;51.94;103.89;22;1,815;$ 55,102.42;USD 11,399.40;$ 599.05;USD 123.93;$ 2.09;USD 0.43;$0.057;USD 0.012;$ 1,576.99;USD 326.24;1,458;2.63;50,931;120,252;970,228;26,348;120;22,046;;4.83;;;November-2000;$1.00; $669.68 ;;;;;;;;;;;;;;;;;;;;
2012;Diciembre;December-2012;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;205,204;;;205,204;-4.3%;235,985;1,323,566;;;1,323,566;-4.3%;38.9;0.0%;;;6.0;;;2,058,840;;;76;;;4,919;404;4,515;-6.3%;3,911;604;79.51%;95.00%;;86.62%;91.79%;-4.73%;2,373,825;-2.6%;101,014;1.6%;526;88;3.9%;188;;34.2;3.4%;18.21%;3.4%;45,316,319;19.1;1.6%;2,275,818;;;-3.59%;$2,799,785.00;$1.18;1.26%;USD 0.24;23.50;51.94;103.89;22;1,815;$ 53,900.07;USD 10,965.62;$ 620.11;USD 126.16;$ 2.12;USD 0.43;$0.062;USD 0.013;$ 1,542.58;USD 313.83;1,308;2.49;45,700;107,901;872,407;25,481;120;19,782;Aumento de Tarifas 21/12/2012 (Res. 975/2012);4.92;;;December-2000;$1.00; $667.12 ;;;;;;;;;;;;;;;;;;;;
2013;Enero;January-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;210,544;;;210,544;-1.8%;242,126;1,358,011;;;1,358,011;-1.8%;38.9;0.0%;;;6.0;;;2,248,992;;;76;;;5,073;141;4,932;-0.5%;4,575;357;90.18%;95.00%;;92.76%;97.22%;-1.41%;2,300,276;5.7%;87,463;5.7%;466;78;6.2%;188;;32.5;4.7%;17.26%;4.7%;44,073,288;19.2;-2.7%;2,522,854;;;-2.33%;$3,270,237.55;$1.42;1.47%;USD 0.29;26.30;51.94;103.89;22;1,979;$ 62,956.98;USD 12,627.35;$ 663.07;USD 132.99;$ 2.41;USD 0.48;$0.074;USD 0.015;$ 1,652.47;USD 331.44;1,162;2.49;44,284;104,558;848,477;26,144;120;19,169;;4.99;;;January-2001;$1.00; $664.57 ;;;;;;;;;;;;;;;42.69;;;;;
2013;Febrero;February-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;133,912;;;133,912;-31.5%;153,998;863,730;;;863,730;-31.5%;38.9;0.0%;;;6.0;;;1,976,304;;;76;;;4,453;119;4,334;-4.2%;4,011;323;90.07%;95.00%;;92.55%;97.33%;-0.88%;2,094,967;0.1%;92,698;1.4%;483;81;4.5%;188;;46.4;46.6%;24.65%;46.6%;40,034,819;19.1;0.4%;2,345,174;;;-24.26%;$2,963,731.15;$1.41;1.41%;USD 0.28;22.60;51.94;103.89;22;1,979;$ 57,056.28;USD 11,303.67;$ 683.83;USD 135.48;$ 3.43;USD 0.68;$0.074;USD 0.015;$ 1,497.59;USD 296.69;1,059;2.19;40,331;95,226;770,730;16,628;120;17,458;;5.05;;;February-2001;$1.00; $662.01 ;;;;;;;;;;;;;;;30.90;;;;;
2013;Marzo;March-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;216,843;;;216,843;-2.1%;249,369;1,398,636;;;1,398,636;-2.1%;38.9;0.0%;;;6.0;;;2,276,352;;;76;;;5,054;62;4,992;-0.9%;4,656;336;92.13%;95.00%;;93.27%;98.77%;-1.20%;2,711,068;3.4%;110,206;10.6%;543;91;4.4%;188;;36.4;6.5%;19.37%;6.5%;50,940,968;18.8;0.8%;2,671,177;;;-3.61%;$3,760,893.10;$1.39;1.38%;USD 0.27;24.60;51.94;103.89;22;1,979;$ 72,402.84;USD 14,141.18;$ 753.38;USD 147.15;$ 2.69;USD 0.53;$0.074;USD 0.014;$ 1,900.40;USD 371.17;1,370;2.52;52,192;123,230;980,690;26,926;120;22,592;;5.12;;;March-2001;$1.00; $659.46 ;;;;;;;;;;;;;;;43.44;;;;;
2013;Abril;April-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;208,287;;;208,287;3.4%;239,530;1,343,452;;;1,343,452;3.4%;38.9;0.0%;;;6.0;;;2,124,960;;;76;;;4,892;232;4,660;3.9%;4,316;344;88.23%;95.00%;;92.62%;95.26%;2.92%;2,706,167;7.7%;110,007;-1.5%;581;97;3.6%;188;;37.9;2.9%;20.18%;2.9%;50,957,125;18.8;-1.1%;2,713,277;;;-0.29%;$3,722,003.70;$1.38;1.35%;USD 0.26;24.60;51.94;103.89;22;1,979;$ 71,654.16;USD 13,782.83;$ 798.71;USD 153.63;$ 2.77;USD 0.53;$0.073;USD 0.014;$ 1,880.75;USD 361.77;1,367;2.35;52,098;123,008;981,001;25,863;120;22,551;;5.20;;;April-2001;$1.00; $656.90 ;;;;;;;;;;;;;;;44.70;;;;;
2013;Mayo;May-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;217,961;;;217,961;0.2%;250,655;1,405,846;;;1,405,846;0.2%;38.9;0.0%;;;6.0;;;2,232,120;;;76;;;5,092;197;4,895;0.4%;4,436;459;87.12%;95.00%;;90.62%;96.13%;1.63%;2,715,204;-2.7%;104,834;-3.8%;555;92;-3.1%;188;;36.4;-3.8%;19.39%;-3.8%;51,235,899;18.9;-1.0%;2,650,508;;;2.25%;$3,720,719.80;$1.37;1.34%;USD 0.26;25.90;51.94;103.89;22;1,979;$ 71,629.44;USD 13,569.45;$ 760.11;USD 143.99;$ 2.65;USD 0.50;$0.073;USD 0.014;$ 1,880.10;USD 356.17;1,372;2.47;52,272;123,418;986,368;27,065;120;22,627;;5.28;;;May-2001;$1.00; $654.34 ;;;;;;;;;;;;;;;44.53;;;;;
2013;Junio;June-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;205,823;;;205,823;-2.6%;236,697;1,327,559;;;1,327,559;-2.6%;38.9;0.0%;;;6.0;;;2,128,152;;;76;;;4,796;129;4,667;-1.7%;4,162;505;86.78%;95.00%;;89.18%;97.31%;-2.26%;2,780,408;2.8%;117,814;8.9%;596;99;4.6%;188;;38.6;2.5%;20.53%;2.5%;51,242,919;18.4;-2.9%;2,858,617;;;-1.51%;$3,766,287.30;$1.35;1.28%;USD 0.25;23.60;51.94;103.89;22;1,979;$ 72,506.69;USD 13,509.30;$ 807.00;USD 150.36;$ 2.84;USD 0.53;$0.073;USD 0.014;$ 1,903.13;USD 354.59;1,405;2.36;53,527;126,382;986,503;25,558;120;23,170;;5.37;;;June-2001;$1.00; $654.82 ;;;;;;;;;;;;;;;44.10;;;;;
2013;Julio;July-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;221,034;;;221,034;3.1%;254,190;1,425,672;;;1,425,672;3.1%;38.9;0.0%;;;6.0;;;2,271,336;;;76;;;5,150;169;4,981;4.6%;4,391;590;85.26%;95.00%;;88.15%;96.72%;-3.69%;3,012,851;9.8%;114,557;6.9%;605;101;4.9%;188;;38.9;1.5%;20.72%;1.5%;55,526,844;18.4;-4.7%;2,980,024;;;0.28%;$4,097,433.15;$1.36;1.25%;USD 0.25;26.30;51.94;103.89;22;1,979;$ 78,881.74;USD 14,397.94;$ 822.61;USD 150.15;$ 2.87;USD 0.52;$0.074;USD 0.013;$ 2,070.46;USD 377.91;1,522;2.52;58,002;136,948;1,068,975;27,446;120;25,107;;5.48;;;July-2001;$1.03; $655.30 ;;;;;;;;;;;;;;;44.38;;;;;
2013;Agosto;August-2013;Ferrovías S.A.C.;Belgrano Norte;BN - Retiro-Villa Rosa (d);Diésel;218,205;;;218,205;-0.2%;250,935;1,407,419;;;1,407,419;-0.2%;38.9;0.0%;;;6.0;;;2,197,008;;;76;;;5,131;313;4,818;-1.3%;4,171;647;81.29%;95.00%;;86.57%;93.90%;-3.30%;3,122,439;21.7%;118,724;21.7%;648;108;23.2%;188;;40.1;15.4%;21.32%;15.4%;56,422,473;18.1;-5.3%;3,053,618;;;-7.77%;$4,194,751.95;$1.34;1.20%;USD 0.24;26.30;51.94;103.89;22;1,979;$ 80,755.27;USD 14,373.89;$ 870.64;USD 154.97;$ 2.98;USD 0.53;$0.074;USD 0.013;$ 2,119.63;USD 377.28;1,578;2.43;60,112;141,929;1,086,217;27,095;120;26,020;;5.62;;;August-2001;$1.00; $655.77 ;;;;;;;;;;;;;;;45.29;;;;;
